order_id,order_date,region,sales_channel,customer_segment,category,product_name,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cogs,ad_spend,returned,refund_amount,net_revenue_after_refunds,profit
102737,2024-01-03,Saskatchewan,Online,Consumer,Haircare,Shampoo,6,53.21,0.11,319.26,35.12,284.14,178.79,1.08,False,0.0,284.14,104.27
102683,2024-01-03,Atlantic,Online,Consumer,Makeup,Lipstick,10,42.81,0.2,428.1,85.62,342.48,226.89,4.05,False,0.0,342.48,111.54
102129,2024-01-03,Manitoba,Partner,Enterprise,Makeup,Blush,4,10.32,0.01,41.28,0.41,40.87,23.12,6.31,False,0.0,40.87,11.44
102326,2024-01-03,Alberta,Partner,Consumer,Makeup,Foundation,2,88.36,0.0,176.72,0.0,176.72,88.36,0.31,False,0.0,176.72,88.05
101521,2024-01-03,British Columbia,Partner,Enterprise,Skincare,Toner,4,12.24,0.11,48.96,5.39,43.57,34.27,9.64,False,0.0,43.57,-0.34
101581,2024-01-03,British Columbia,Partner,Enterprise,Makeup,Foundation,9,111.44,0.18,1002.96,180.53,822.43,682.01,2.2,False,0.0,822.43,138.22
102663,2024-01-03,Quebec,Retail,SMB,Suncare,SPF 30,3,112.8,0.1,338.4,33.84,304.56,175.97,6.86,False,0.0,304.56,121.73
100897,2024-01-03,Atlantic,Retail,Enterprise,Fragrance,Eau de Toilette,1,117.64,0.18,117.64,21.18,96.46,64.7,0.31,False,0.0,96.46,31.45
101869,2024-01-03,Saskatchewan,Online,Enterprise,Fragrance,Eau de Parfum,5,91.2,0.07,456.0,31.92,424.08,228.0,2.49,False,0.0,424.08,193.59
100950,2024-01-04,British Columbia,Online,SMB,Suncare,After Sun Gel,10,93.37,0.08,933.7,74.7,859.0,476.19,0.9,False,0.0,859.0,381.91
102734,2024-01-04,Ontario,Online,Enterprise,Haircare,Conditioner,1,12.19,0.08,12.19,0.98,11.21,6.1,3.48,False,0.0,11.21,1.63
100497,2024-01-04,Alberta,Partner,Enterprise,Haircare,Hair Mask,4,36.63,0.15,146.52,21.98,124.54,79.12,7.6,False,0.0,124.54,37.82
101331,2024-01-04,British Columbia,Partner,SMB,Suncare,SPF 30,7,10.3,0.09,72.1,6.49,65.61,34.61,2.84,False,0.0,65.61,28.16
100326,2024-01-04,Alberta,Online,SMB,Suncare,SPF 30,4,41.4,0.24,165.6,39.74,125.86,101.02,5.65,True,100.69,25.17,-81.5
101489,2024-01-04,Manitoba,Partner,SMB,Body Care,Body Lotion,1,84.12,0.11,84.12,9.25,74.87,43.74,9.59,False,0.0,74.87,21.54
100970,2024-01-04,Alberta,Partner,Consumer,Fragrance,Body Mist,4,41.57,0.12,166.28,19.95,146.33,103.09,1.16,False,0.0,146.33,42.08
101916,2024-01-04,Manitoba,Retail,SMB,Suncare,SPF 50,13,9.07,0.06,117.91,7.07,110.84,66.03,8.61,False,0.0,110.84,36.2
101727,2024-01-04,Ontario,Retail,SMB,Suncare,SPF 50,10,118.95,0.2,1189.5,237.9,951.6,796.96,2.7,False,0.0,951.6,151.94
102286,2024-01-05,British Columbia,Partner,Enterprise,Body Care,Scrub,9,16.12,0.16,145.08,23.21,121.87,98.65,9.82,False,0.0,121.87,13.4
100128,2024-01-05,Alberta,Online,SMB,Haircare,Hair Mask,8,86.37,0.02,690.96,13.82,677.14,456.03,7.48,False,0.0,677.14,213.63
101046,2024-01-05,British Columbia,Online,Consumer,Makeup,Foundation,6,82.26,0.04,493.56,19.74,473.82,291.2,1.11,False,0.0,473.82,181.51
101093,2024-01-05,Quebec,Partner,Consumer,Makeup,Lipstick,7,58.91,0.13,412.37,53.61,358.76,230.93,8.01,False,0.0,358.76,119.82
101565,2024-01-05,Atlantic,Online,SMB,Haircare,Hair Oil,11,15.53,0.15,170.83,25.62,145.21,112.75,1.45,False,0.0,145.21,31.01
100721,2024-01-05,Saskatchewan,Online,SMB,Skincare,Cleanser,9,10.34,0.24,93.06,22.33,70.73,51.18,8.48,False,0.0,70.73,11.07
102436,2024-01-05,Atlantic,Retail,Consumer,Fragrance,Eau de Toilette,6,87.19,0.15,523.14,78.47,444.67,329.58,9.82,False,0.0,444.67,105.27
102056,2024-01-05,British Columbia,Retail,SMB,Body Care,Body Wash,1,45.75,0.07,45.75,3.2,42.55,26.08,5.58,False,0.0,42.55,10.89
102916,2024-01-05,Manitoba,Online,Enterprise,Fragrance,Eau de Parfum,13,105.51,0.14,1371.63,192.03,1179.6,905.28,1.85,False,0.0,1179.6,272.47
102335,2024-01-05,Atlantic,Partner,Consumer,Haircare,Hair Oil,5,67.52,0.17,337.6,57.39,280.21,172.18,9.55,True,224.17,56.04,-125.69
100416,2024-01-05,British Columbia,Retail,Consumer,Haircare,Shampoo,8,16.17,0.05,129.36,6.47,122.89,85.38,2.8,False,0.0,122.89,34.71
100614,2024-01-05,Quebec,Retail,SMB,Body Care,Scrub,12,51.25,0.16,615.0,98.4,516.6,369.0,1.9,False,0.0,516.6,145.7
100844,2024-01-05,Atlantic,Online,Enterprise,Makeup,Lipstick,4,63.32,0.24,253.28,60.79,192.49,164.63,5.96,False,0.0,192.49,21.9
100936,2024-01-06,British Columbia,Online,SMB,Fragrance,Body Mist,12,54.0,0.0,648.0,0.0,648.0,349.92,5.97,False,0.0,648.0,292.11
100335,2024-01-06,British Columbia,Online,Consumer,Body Care,Body Wash,1,20.79,0.04,20.79,0.83,19.96,13.72,5.39,False,0.0,19.96,0.85
100742,2024-01-06,Atlantic,Retail,SMB,Haircare,Shampoo,5,26.37,0.1,131.85,13.18,118.67,83.07,6.17,False,0.0,118.67,29.43
100966,2024-01-06,British Columbia,Online,SMB,Fragrance,Eau de Parfum,10,107.74,0.11,1077.4,118.51,958.89,581.8,4.83,False,0.0,958.89,372.26
101280,2024-01-07,Ontario,Online,Consumer,Suncare,SPF 50,5,28.95,0.27,144.75,39.08,105.67,94.09,2.26,False,0.0,105.67,9.32
101864,2024-01-07,Saskatchewan,Retail,Consumer,Suncare,SPF 30,13,49.83,0.06,647.79,38.87,608.92,421.06,7.71,False,0.0,608.92,180.15
101654,2024-01-07,British Columbia,Online,Consumer,Skincare,Cleanser,11,47.88,0.27,526.68,142.2,384.48,363.41,6.92,False,0.0,384.48,14.15
101718,2024-01-07,Ontario,Retail,SMB,Body Care,Body Wash,8,111.13,0.13,889.04,115.58,773.46,453.41,8.95,False,0.0,773.46,311.1
100606,2024-01-07,British Columbia,Online,SMB,Body Care,Body Lotion,5,36.33,0.1,181.65,18.16,163.49,108.99,0.34,False,0.0,163.49,54.16
101465,2024-01-07,Ontario,Partner,SMB,Fragrance,Eau de Toilette,2,74.47,0.11,148.94,16.38,132.56,87.87,9.11,False,0.0,132.56,35.58
102386,2024-01-07,Saskatchewan,Retail,SMB,Suncare,SPF 50,9,51.89,0.07,467.01,32.69,434.32,242.85,3.47,True,347.46,86.86,-159.46
102869,2024-01-07,Ontario,Online,SMB,Fragrance,Eau de Parfum,9,87.04,0.13,783.36,101.84,681.52,423.01,7.27,False,0.0,681.52,251.24
100896,2024-01-07,Quebec,Online,Enterprise,Makeup,Mascara,10,75.45,0.06,754.5,45.27,709.23,369.7,8.15,False,0.0,709.23,331.38
102472,2024-01-07,Quebec,Retail,Enterprise,Fragrance,Eau de Parfum,4,81.32,0.17,325.28,55.3,269.98,188.66,4.9,False,0.0,269.98,76.42
100830,2024-01-08,Saskatchewan,Partner,SMB,Suncare,After Sun Gel,14,12.96,0.0,181.44,0.0,181.44,81.65,9.97,False,0.0,181.44,89.82
102548,2024-01-08,Quebec,Retail,Enterprise,Skincare,Moisturizer,6,35.54,0.13,213.24,27.72,185.52,100.22,4.62,False,0.0,185.52,80.68
102997,2024-01-08,Manitoba,Online,Consumer,Suncare,SPF 50,5,88.12,0.14,440.6,61.68,378.92,295.2,2.47,False,0.0,378.92,81.25
102571,2024-01-08,Ontario,Partner,Consumer,Haircare,Hair Oil,4,20.91,0.17,83.64,14.22,69.42,51.02,6.19,False,0.0,69.42,12.21
101253,2024-01-08,Manitoba,Retail,Consumer,Makeup,Blush,8,80.26,0.16,642.08,102.73,539.35,417.35,3.84,False,0.0,539.35,118.16
102974,2024-01-08,Atlantic,Retail,Enterprise,Makeup,Foundation,12,91.87,0.18,1102.44,198.44,904.0,584.29,3.73,False,0.0,904.0,315.98
101768,2024-01-08,Ontario,Partner,Enterprise,Makeup,Mascara,3,13.86,0.24,41.58,9.98,31.6,22.87,9.0,False,0.0,31.6,-0.27
100688,2024-01-08,Quebec,Online,Enterprise,Haircare,Shampoo,11,91.35,0.03,1004.85,30.15,974.7,663.2,6.53,True,779.76,194.94,-474.79
101946,2024-01-08,Atlantic,Online,Enterprise,Skincare,Cleanser,14,66.81,0.15,935.34,140.3,795.04,542.5,5.22,False,0.0,795.04,247.32
100877,2024-01-08,Quebec,Retail,SMB,Haircare,Shampoo,2,51.33,0.0,102.66,0.0,102.66,47.22,5.89,False,0.0,102.66,49.55
102049,2024-01-08,Alberta,Online,Enterprise,Skincare,Cleanser,8,60.2,0.21,481.6,101.14,380.46,303.41,3.77,False,0.0,380.46,73.28
101601,2024-01-09,Manitoba,Partner,Enterprise,Makeup,Blush,4,17.58,0.06,70.32,4.22,66.1,37.97,3.29,False,0.0,66.1,24.84
100097,2024-01-09,Manitoba,Retail,SMB,Makeup,Foundation,4,81.73,0.04,326.92,13.08,313.84,202.69,7.73,False,0.0,313.84,103.42
101571,2024-01-09,British Columbia,Partner,Consumer,Body Care,Body Wash,6,80.33,0.13,481.98,62.66,419.32,269.91,5.83,False,0.0,419.32,143.58
100602,2024-01-09,Alberta,Partner,Enterprise,Haircare,Hair Mask,13,59.08,0.24,768.04,184.33,583.71,368.66,3.0,False,0.0,583.71,212.05
100269,2024-01-09,Alberta,Online,SMB,Suncare,SPF 30,13,108.44,0.14,1409.72,197.36,1212.36,789.44,9.86,False,0.0,1212.36,413.06
101322,2024-01-09,Quebec,Retail,SMB,Body Care,Body Lotion,5,28.34,0.08,141.7,11.34,130.36,85.02,6.76,False,0.0,130.36,38.58
101787,2024-01-09,Ontario,Online,Consumer,Haircare,Hair Mask,13,16.66,0.15,216.58,32.49,184.09,112.62,0.91,False,0.0,184.09,70.56
101848,2024-01-09,British Columbia,Online,Enterprise,Haircare,Shampoo,3,116.24,0.18,348.72,62.77,285.95,205.74,0.82,False,0.0,285.95,79.39
102208,2024-01-09,Ontario,Retail,SMB,Suncare,SPF 50,10,92.18,0.19,921.8,175.14,746.66,571.52,0.93,False,0.0,746.66,174.21
102689,2024-01-10,Manitoba,Retail,SMB,Suncare,SPF 50,13,53.1,0.06,690.3,41.42,648.88,476.31,5.8,False,0.0,648.88,166.77
102607,2024-01-10,Alberta,Online,Enterprise,Haircare,Hair Mask,13,74.38,0.05,966.94,48.35,918.59,657.52,1.82,False,0.0,918.59,259.25
100715,2024-01-10,Manitoba,Retail,Consumer,Body Care,Body Wash,6,109.97,0.15,659.82,98.97,560.85,382.7,4.92,False,0.0,560.85,173.23
100485,2024-01-10,Quebec,Retail,Consumer,Suncare,SPF 50,6,51.53,0.0,309.18,0.0,309.18,200.97,2.29,False,0.0,309.18,105.92
101092,2024-01-10,Alberta,Online,Consumer,Skincare,Cleanser,13,95.92,0.12,1246.96,149.64,1097.32,573.6,1.1,False,0.0,1097.32,522.62
102210,2024-01-10,Manitoba,Online,SMB,Suncare,SPF 30,2,59.5,0.0,119.0,0.0,119.0,80.92,7.9,False,0.0,119.0,30.18
101005,2024-01-10,Quebec,Partner,Enterprise,Body Care,Body Wash,10,101.12,0.11,1011.2,111.23,899.97,556.16,9.49,False,0.0,899.97,334.32
101977,2024-01-10,Alberta,Partner,SMB,Body Care,Body Wash,12,81.21,0.11,974.52,107.2,867.32,652.93,3.67,True,693.86,173.46,-483.14
102529,2024-01-10,Ontario,Partner,Enterprise,Haircare,Conditioner,12,108.72,0.0,1304.64,0.0,1304.64,808.88,8.34,False,0.0,1304.64,487.42
101806,2024-01-11,Atlantic,Online,SMB,Skincare,Moisturizer,6,48.94,0.15,293.64,44.05,249.59,164.44,8.8,False,0.0,249.59,76.35
102245,2024-01-11,Manitoba,Retail,Consumer,Haircare,Conditioner,2,103.67,0.16,207.34,33.17,174.17,105.74,8.76,False,0.0,174.17,59.67
101541,2024-01-11,Manitoba,Partner,Enterprise,Fragrance,Eau de Toilette,5,62.01,0.09,310.05,27.9,282.15,192.23,3.1,False,0.0,282.15,86.82
101382,2024-01-11,Ontario,Online,Enterprise,Body Care,Body Lotion,10,30.69,0.18,306.9,55.24,251.66,205.62,9.84,False,0.0,251.66,36.2
102606,2024-01-11,British Columbia,Partner,Consumer,Makeup,Mascara,10,70.95,0.17,709.5,120.62,588.88,347.66,8.16,False,0.0,588.88,233.06
101124,2024-01-11,Atlantic,Partner,Consumer,Body Care,Body Wash,5,84.17,0.19,420.85,79.96,340.89,286.18,7.78,False,0.0,340.89,46.93
101295,2024-01-11,Manitoba,Online,Enterprise,Makeup,Blush,11,28.11,0.13,309.21,40.2,269.01,151.51,5.52,False,0.0,269.01,111.98
102701,2024-01-12,Alberta,Partner,Enterprise,Body Care,Body Wash,13,42.22,0.12,548.86,65.86,483.0,362.25,9.12,False,0.0,483.0,111.63
101758,2024-01-12,Alberta,Retail,SMB,Fragrance,Eau de Parfum,8,9.0,0.08,72.0,5.76,66.24,32.4,3.31,False,0.0,66.24,30.53
101704,2024-01-12,Manitoba,Online,Enterprise,Suncare,SPF 50,6,70.77,0.1,424.62,42.46,382.16,246.28,8.14,False,0.0,382.16,127.74
101877,2024-01-12,Manitoba,Online,SMB,Skincare,Moisturizer,9,90.19,0.07,811.71,56.82,754.89,462.67,1.97,False,0.0,754.89,290.25
102417,2024-01-12,Saskatchewan,Partner,Consumer,Fragrance,Body Mist,13,16.16,0.19,210.08,39.92,170.16,136.55,5.84,False,0.0,170.16,27.77
100519,2024-01-12,Manitoba,Online,SMB,Makeup,Lipstick,4,74.83,0.15,299.32,44.9,254.42,206.53,4.58,False,0.0,254.42,43.31
100853,2024-01-12,Alberta,Retail,Consumer,Haircare,Conditioner,10,36.89,0.29,368.9,106.98,261.92,169.69,8.42,False,0.0,261.92,83.81
101875,2024-01-12,Quebec,Online,SMB,Suncare,SPF 30,7,84.32,0.29,590.24,171.17,419.07,312.83,8.06,False,0.0,419.07,98.18
102025,2024-01-12,Ontario,Retail,SMB,Haircare,Hair Mask,2,45.63,0.13,91.26,11.86,79.4,48.37,1.13,False,0.0,79.4,29.9
102323,2024-01-12,Manitoba,Partner,Enterprise,Haircare,Conditioner,6,79.56,0.06,477.36,28.64,448.72,315.06,7.19,False,0.0,448.72,126.47
102138,2024-01-12,Saskatchewan,Online,SMB,Haircare,Shampoo,2,57.88,0.02,115.76,2.32,113.44,64.83,3.67,False,0.0,113.44,44.94
102373,2024-01-12,Ontario,Retail,SMB,Suncare,SPF 50,2,98.4,0.07,196.8,13.78,183.02,104.3,3.53,False,0.0,183.02,75.19
100682,2024-01-12,Quebec,Partner,SMB,Makeup,Foundation,5,81.18,0.08,405.9,32.47,373.43,247.6,4.42,False,0.0,373.43,121.41
101671,2024-01-12,Saskatchewan,Partner,Enterprise,Skincare,Toner,11,45.25,0.12,497.75,59.73,438.02,263.81,3.09,False,0.0,438.02,171.12
101436,2024-01-12,British Columbia,Retail,Consumer,Makeup,Mascara,1,118.03,0.09,118.03,10.62,107.41,79.08,3.81,False,0.0,107.41,24.52
101426,2024-01-12,Quebec,Online,Consumer,Makeup,Blush,2,79.23,0.06,158.46,9.51,148.95,80.81,2.95,False,0.0,148.95,65.19
102695,2024-01-13,Manitoba,Partner,Consumer,Fragrance,Eau de Parfum,10,103.12,0.1,1031.2,103.12,928.08,629.03,0.91,False,0.0,928.08,298.14
101009,2024-01-13,Saskatchewan,Retail,Consumer,Skincare,Hydrating Serum,3,28.45,0.13,85.35,11.1,74.25,52.06,7.45,False,0.0,74.25,14.74
102489,2024-01-13,Saskatchewan,Online,Enterprise,Suncare,SPF 50,14,110.02,0.16,1540.28,246.44,1293.84,739.33,5.71,False,0.0,1293.84,548.8
100555,2024-01-13,Manitoba,Retail,SMB,Skincare,Toner,1,11.15,0.09,11.15,1.0,10.15,6.58,3.87,False,0.0,10.15,-0.3
100379,2024-01-13,Atlantic,Retail,Consumer,Skincare,Cleanser,4,31.58,0.14,126.32,17.68,108.64,73.27,6.7,False,0.0,108.64,28.67
100151,2024-01-13,Manitoba,Partner,Consumer,Suncare,SPF 50,4,51.46,0.13,205.84,26.76,179.08,109.1,2.75,False,0.0,179.08,67.23
100918,2024-01-13,Atlantic,Retail,Consumer,Haircare,Conditioner,6,117.48,0.26,704.88,183.27,521.61,444.07,7.06,False,0.0,521.61,70.48
101674,2024-01-13,British Columbia,Retail,Consumer,Skincare,Hydrating Serum,13,83.48,0.08,1085.24,86.82,998.42,564.32,8.49,True,798.74,199.68,-373.13
100050,2024-01-14,Saskatchewan,Online,SMB,Makeup,Mascara,8,108.08,0.11,864.64,95.11,769.53,458.26,8.44,False,0.0,769.53,302.83
101960,2024-01-14,Ontario,Retail,Enterprise,Haircare,Hair Mask,12,55.35,0.04,664.2,26.57,637.63,345.38,5.24,False,0.0,637.63,287.01
102736,2024-01-14,Quebec,Partner,Consumer,Body Care,Scrub,4,19.88,0.23,79.52,18.29,61.23,48.51,1.29,False,0.0,61.23,11.43
101951,2024-01-14,Manitoba,Retail,SMB,Fragrance,Eau de Toilette,6,115.72,0.24,694.32,166.64,527.68,319.39,1.35,False,0.0,527.68,206.94
101059,2024-01-14,Atlantic,Partner,SMB,Body Care,Body Lotion,4,87.5,0.14,350.0,49.0,301.0,161.0,4.09,False,0.0,301.0,135.91
101475,2024-01-14,Alberta,Online,Consumer,Suncare,After Sun Gel,7,38.79,0.22,271.53,59.74,211.79,146.63,6.91,False,0.0,211.79,58.25
101321,2024-01-14,Saskatchewan,Online,SMB,Body Care,Scrub,10,65.18,0.03,651.8,19.55,632.25,417.15,9.5,False,0.0,632.25,205.6
101874,2024-01-14,Ontario,Retail,SMB,Haircare,Conditioner,8,116.4,0.13,931.2,121.06,810.14,633.22,7.97,False,0.0,810.14,168.95
102475,2024-01-14,Quebec,Retail,Enterprise,Fragrance,Eau de Toilette,11,85.78,0.0,943.58,0.0,943.58,556.71,0.52,False,0.0,943.58,386.35
102387,2024-01-14,Quebec,Online,Enterprise,Suncare,SPF 30,14,53.12,0.18,743.68,133.86,609.82,446.21,5.94,False,0.0,609.82,157.67
102703,2024-01-14,Ontario,Partner,SMB,Fragrance,Eau de Parfum,9,88.16,0.12,793.44,95.21,698.23,499.87,4.16,False,0.0,698.23,194.2
100887,2024-01-14,Ontario,Retail,SMB,Fragrance,Eau de Toilette,4,110.86,0.19,443.44,84.25,359.19,310.41,4.48,False,0.0,359.19,44.3
100676,2024-01-14,Atlantic,Partner,SMB,Body Care,Scrub,3,48.43,0.12,145.29,17.43,127.86,84.27,3.69,False,0.0,127.86,39.9
100893,2024-01-14,Alberta,Partner,Consumer,Body Care,Scrub,13,100.85,0.09,1311.05,117.99,1193.06,799.74,2.99,False,0.0,1193.06,390.33
100092,2024-01-15,Atlantic,Retail,Consumer,Body Care,Scrub,2,28.08,0.01,56.16,0.56,55.6,38.75,6.49,False,0.0,55.6,10.36
100905,2024-01-15,Manitoba,Online,SMB,Body Care,Body Lotion,3,10.04,0.12,30.12,3.61,26.51,20.48,6.27,False,0.0,26.51,-0.24
101079,2024-01-15,British Columbia,Online,Consumer,Body Care,Body Wash,8,113.77,0.06,910.16,54.61,855.55,609.81,2.86,False,0.0,855.55,242.88
100134,2024-01-15,Alberta,Retail,SMB,Body Care,Body Lotion,8,61.41,0.27,491.28,132.65,358.63,270.2,2.94,False,0.0,358.63,85.49
101105,2024-01-15,Ontario,Retail,SMB,Fragrance,Eau de Toilette,6,94.86,0.14,569.16,79.68,489.48,278.89,6.97,False,0.0,489.48,203.62
101488,2024-01-15,Atlantic,Partner,Enterprise,Haircare,Conditioner,2,53.91,0.19,107.82,20.49,87.33,69.0,3.2,False,0.0,87.33,15.13
101752,2024-01-15,Manitoba,Retail,Enterprise,Skincare,Moisturizer,6,17.64,0.11,105.84,11.64,94.2,63.5,8.71,False,0.0,94.2,21.99
101779,2024-01-15,British Columbia,Online,SMB,Fragrance,Eau de Parfum,5,29.62,0.11,148.1,16.29,131.81,75.53,3.8,False,0.0,131.81,52.48
101493,2024-01-16,Quebec,Partner,Enterprise,Fragrance,Eau de Toilette,13,90.43,0.26,1175.59,305.65,869.94,811.16,3.64,False,0.0,869.94,55.14
100498,2024-01-16,Manitoba,Online,Enterprise,Skincare,Hydrating Serum,2,41.27,0.12,82.54,9.9,72.64,57.78,9.09,False,0.0,72.64,5.77
101457,2024-01-16,British Columbia,Partner,Enterprise,Body Care,Scrub,14,81.46,0.05,1140.44,57.02,1083.42,786.9,2.18,False,0.0,1083.42,294.34
102521,2024-01-17,Quebec,Online,Consumer,Skincare,Moisturizer,10,85.97,0.03,859.7,25.79,833.91,550.21,2.32,False,0.0,833.91,281.38
102555,2024-01-17,Ontario,Partner,Consumer,Skincare,Hydrating Serum,1,15.56,0.24,15.56,3.73,11.83,10.43,1.17,False,0.0,11.83,0.23
101347,2024-01-17,Atlantic,Retail,Enterprise,Makeup,Lipstick,1,82.71,0.21,82.71,17.37,65.34,55.42,8.38,False,0.0,65.34,1.54
102909,2024-01-17,Quebec,Online,SMB,Suncare,After Sun Gel,11,83.79,0.05,921.69,46.08,875.61,571.45,8.67,False,0.0,875.61,295.49
100330,2024-01-17,Manitoba,Partner,Enterprise,Haircare,Shampoo,5,67.75,0.06,338.75,20.32,318.43,213.41,0.25,True,254.74,63.69,-149.97
101431,2024-01-17,British Columbia,Partner,Consumer,Body Care,Body Lotion,2,57.1,0.21,114.2,23.98,90.22,73.09,6.82,False,0.0,90.22,10.31
101185,2024-01-17,Quebec,Retail,Consumer,Body Care,Scrub,13,93.87,0.2,1220.31,244.06,976.25,646.76,4.02,False,0.0,976.25,325.47
101679,2024-01-17,Saskatchewan,Partner,Consumer,Haircare,Conditioner,5,76.02,0.21,380.1,79.82,300.28,209.06,5.32,False,0.0,300.28,85.9
101411,2024-01-17,Saskatchewan,Online,Consumer,Body Care,Body Lotion,5,38.17,0.08,190.85,15.27,175.58,129.78,9.72,False,0.0,175.58,36.08
101703,2024-01-17,Quebec,Partner,Consumer,Suncare,After Sun Gel,6,107.52,0.37,645.12,238.69,406.43,399.97,6.04,False,0.0,406.43,0.42
101229,2024-01-18,Alberta,Online,Enterprise,Makeup,Foundation,4,50.38,0.13,201.52,26.2,175.32,106.81,0.17,False,0.0,175.32,68.34
101940,2024-01-18,Atlantic,Partner,SMB,Haircare,Hair Mask,8,116.61,0.16,932.88,149.26,783.62,625.03,9.35,False,0.0,783.62,149.24
100353,2024-01-18,Saskatchewan,Partner,Enterprise,Skincare,Cleanser,1,37.65,0.0,37.65,0.0,37.65,20.33,8.61,False,0.0,37.65,8.71
102629,2024-01-18,Atlantic,Partner,SMB,Makeup,Mascara,13,73.46,0.14,954.98,133.7,821.28,563.44,3.67,False,0.0,821.28,254.17
102763,2024-01-19,Ontario,Retail,SMB,Haircare,Hair Oil,1,36.62,0.03,36.62,1.1,35.52,20.51,2.8,False,0.0,35.52,12.21
102224,2024-01-19,Atlantic,Retail,Consumer,Suncare,SPF 30,12,96.12,0.05,1153.44,57.67,1095.77,680.53,3.72,False,0.0,1095.77,411.52
100567,2024-01-19,Ontario,Retail,SMB,Fragrance,Eau de Parfum,9,30.48,0.13,274.32,35.66,238.66,186.54,1.66,False,0.0,238.66,50.46
100637,2024-01-19,Atlantic,Retail,Enterprise,Body Care,Body Wash,9,46.46,0.35,418.14,146.35,271.79,284.34,6.07,False,0.0,271.79,-18.62
102102,2024-01-19,British Columbia,Online,Consumer,Makeup,Foundation,2,88.28,0.14,176.56,24.72,151.84,84.75,7.57,True,121.47,30.37,-61.95
102264,2024-01-19,Saskatchewan,Online,Consumer,Makeup,Mascara,6,35.15,0.12,210.9,25.31,185.59,99.12,6.42,False,0.0,185.59,80.05
101228,2024-01-19,Saskatchewan,Partner,Enterprise,Fragrance,Body Mist,7,15.04,0.18,105.28,18.95,86.33,47.38,0.8,False,0.0,86.33,38.15
102666,2024-01-19,Atlantic,Online,Enterprise,Suncare,SPF 50,8,27.39,0.19,219.12,41.63,177.49,116.13,8.49,False,0.0,177.49,52.87
